Country,Happiness_Score,GDP,Social_Support,Life_Expectancy,Freedom,Generosity,Corruption,Year
Turkmenistan,5.119100094,9.74803257,0.958966196,62.21170807,0.826457024,0.187671542,0.883691847,2020
Bulgaria,5.101500034,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,2020
Morocco,5.094799995,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,2020
Cameroon,5.084899902,8.118647575,0.700386405,52.7049408,0.763051808,-0.00149645,0.851336598,2020
Venezuela,5.053199768,8.977793694,0.890408158,66.50534058,0.62327832,-0.169090509,0.837038398,2020
Algeria,5.005099773,9.537964821,0.803385139,65.90517426,0.466610909,-0.121105164,0.735485137,2020
Senegal,4.980800152,8.118982315,0.723616004,59.59915161,0.690596163,-0.052335154,0.808785141,2020
Guinea,4.949299812,7.750990391,0.637573481,54.46780014,0.706846774,0.076328471,0.761794448,2020
Niger,4.909599781,6.842166901,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,2020
Laos,4.888599873,8.79858017,0.737502217,58.70992279,0.907213569,0.11137148,0.634679317,2020
Albania,4.882699966,9.417930603,0.671070457,68.70813751,0.781994224,-0.042309489,0.896303713,2020
Cambodia,4.848400116,8.249890327,0.773080647,61.52996826,0.959704638,0.051911179,0.822769046,2020
Bangladesh,4.832799911,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,2020
Gabon,4.829299927,9.680537224,0.787886858,59.71533966,0.704829216,-0.222261623,0.849150956,2020
South Africa,4.814099789,9.403370857,0.852532268,56.50601196,0.759330094,-0.109777324,0.843423843,2020
Iraq,4.784800053,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,2020
Lebanon,4.771500111,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,2020
Burkina Faso,4.768700123,7.46854496,0.712943614,53.88945389,0.665563583,-0.019080516,0.739795029,2020
Gambia,4.750599861,7.321814537,0.6931687,55.0120163,0.733163178,0.343198717,0.690717816,2020
Mali,4.729300022,7.629852295,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,2020
Nigeria,4.724100113,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,2020
Armenia,4.676799774,9.100476265,0.757479429,66.75065613,0.712017834,-0.13877961,0.773544788,2020
Georgia,4.672599792,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,2020
Iran,4.672399998,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,2020
Jordan,4.633399963,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,2020
Mozambique,4.623600006,7.069345951,0.723874032,54.20582199,0.864451885,0.032375868,0.683019102,2020
Kenya,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,2020
Namibia,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,2020
Ukraine,4.56069994,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,2020
Liberia,4.557899952,7.054380417,0.70928055,56.09631348,0.735268712,0.04227322,0.856375933,2020
Palestine,4.552800179,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,2020
Uganda,4.43200016,7.500389576,0.764994621,55.70820236,0.731713951,0.099487431,0.836737812,2020
Chad,4.422699928,7.467963696,0.632388055,48.22053909,0.587305248,0.017834719,0.802760839,2020
Tunisia,4.392199993,9.314972878,0.688718557,66.89785767,0.593361557,-0.216413811,0.867590249,2020
Mauritania,4.374599934,8.233919144,0.790819228,57.01017761,0.551522553,-0.106008142,0.746223509,2020
Sri Lanka,4.327000141,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,2020
DR Congo,4.31099987,6.694256306,0.672159016,52.90000153,0.700793564,0.083637655,0.809403598,2020
Eswatini,4.308100224,9.16267395,0.770290196,51.18823624,0.646822274,-0.19920142,0.708263338,2020
Myanmar,4.308000088,8.680481911,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,2020
Comoros,4.288599968,7.833630085,0.625662446,57.34901047,0.547612607,0.090008408,0.780622602,2020
Togo,4.187200069,7.357711315,0.551312625,54.71989822,0.649828613,0.002667875,0.757733464,2020
Ethiopia,4.186200142,7.509385586,0.743307352,58.63959122,0.740795195,0.043377332,0.753690004,2020
Madagascar,4.165599823,7.281685829,0.668195903,59.10542679,0.557574093,-0.011823639,0.817485631,2020
Egypt,4.151400089,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,2020
Sierra Leone,3.926399946,7.26880312,0.636142015,50.86514282,0.715315044,0.088660747,0.861330688,2020
Burundi,3.775300026,6.492642403,0.490325719,53.40000153,0.626350224,-0.017551597,0.606934547,2020
Zambia,3.759399891,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,2020
Haiti,3.720799923,7.411329269,0.593247831,55.59862518,0.537825167,0.40053457,0.684767246,2020
Lesotho,3.652800083,7.960488319,0.780495703,48.00362396,0.738125861,-0.145732045,0.857392073,2020
India,3.573299885,8.849823952,0.592200935,60.21518707,0.881444871,0.057551607,0.772042692,2020
Malawi,3.538000107,7.062226295,0.544007301,57.59288788,0.803223193,0.021433279,0.731700778,2020
Yemen,3.527400017,7.759682655,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,2020
Botswana,3.478899956,9.711203575,0.779121757,58.92445374,0.821328104,-0.250394493,0.777930915,2020
Tanzania,3.476200104,7.967665195,0.688933194,57.49607468,0.82153976,0.109668687,0.619799435,2020
Central African Republic,3.475899935,6.625160217,0.319459856,45.20000076,0.640880644,0.082410358,0.891806662,2020
Rwanda,3.312299967,7.600104332,0.54083544,61.09884644,0.900589406,0.055483952,0.183541179,2020
Zimbabwe,3.299200058,7.865711689,0.763092756,55.61725998,0.711457908,-0.072063953,0.81023699,2020
South Sudan,2.816600084,7.425359726,0.553707123,51.0,0.451313615,0.016518548,0.763417304,2020
Afghanistan,2.566900015,7.462860584,0.470366955,52.59000015,0.396573007,-0.0964294,0.933686554,2020
Finland,7.842,10.775,0.954,72.0,0.949,-0.098,0.186,2021
Denmark,7.62,10.933,0.954,72.7,0.946,0.03,0.179,2021
Switzerland,7.571,11.117,0.942,74.4,0.919,0.025,0.292,2021
Iceland,7.554,10.878,0.983,73.0,0.955,0.16,0.673,2021
Netherlands,7.464,10.932,0.942,72.4,0.913,0.175,0.338,2021
Norway,7.392,11.053,0.954,73.3,0.96,0.093,0.27,2021
Sweden,7.363,10.867,0.934,72.7,0.945,0.086,0.237,2021
Luxembourg,7.324,11.647,0.908,72.6,0.907,-0.034,0.386,2021
New Zealand,7.277,10.643,0.948,73.4,0.929,0.134,0.242,2021
Austria,7.268,10.906,0.934,73.3,0.908,0.042,0.481,2021
Australia,7.183,10.796,0.94,73.9,0.914,0.159,0.442,2021
Israel,7.157,10.575,0.939,73.503,0.8,0.031,0.753,2021
Germany,7.155,10.873,0.903,72.5,0.875,0.011,0.46,2021
Canada,7.103,10.776,0.926,73.8,0.915,0.089,0.415,2021
Ireland,7.085,11.342,0.947,72.4,0.879,0.077,0.363,2021
Costa Rica,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,2021
United Kingdom,7.064,10.707,0.934,72.5,0.859,0.233,0.459,2021
Czechia,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,2021
United States,6.951,11.023,0.92,68.2,0.837,0.098,0.698,2021
Belgium,6.834,10.823,0.906,72.199,0.783,-0.153,0.646,2021
France,6.69,10.704,0.942,74.0,0.822,-0.147,0.571,2021
Bahrain,6.647,10.669,0.862,69.495,0.925,0.089,0.722,2021
Malta,6.602,10.674,0.931,72.2,0.927,0.133,0.653,2021
Taiwan,6.584,10.871,0.898,69.6,0.784,-0.07,0.721,2021
United Arab Emirates,6.561,11.085,0.844,67.333,0.932,0.074,0.589,2021
Saudi Arabia,6.494,10.743,0.891,66.603,0.877,-0.149,0.684,2021
Spain,6.491,10.571,0.932,74.7,0.761,-0.081,0.745,2021
Italy,6.483,10.623,0.88,73.8,0.693,-0.084,0.866,2021
Slovenia,6.461,10.529,0.948,71.4,0.949,-0.101,0.806,2021
Guatemala,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,2021
Uruguay,6.431,9.966,0.925,69.1,0.896,-0.092,0.59,2021
Singapore,6.377,11.488,0.915,76.953,0.927,-0.018,0.082,2021
Kosovo,6.372,9.318,0.821,63.813,0.869,0.257,0.917,2021
Slovakia,6.331,10.369,0.936,69.201,0.766,-0.124,0.911,2021
Brazil,6.33,9.577,0.882,66.601,0.804,-0.071,0.756,2021
Mexico,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,2021
Jamaica,6.309,9.186,0.877,67.5,0.89,-0.137,0.884,2021
Lithuania,6.255,10.499,0.935,67.906,0.773,-0.203,0.826,2021
Cyprus,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,2021
Estonia,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,2021
Panama,6.18,10.35,0.896,69.652,0.872,-0.166,0.856,2021
Uzbekistan,6.179,8.836,0.918,65.255,0.97,0.311,0.515,2021
Chile,6.172,10.071,0.882,70.0,0.742,-0.044,0.83,2021
Poland,6.166,10.382,0.898,69.702,0.841,-0.165,0.735,2021
Kazakhstan,6.152,10.155,0.952,65.2,0.853,-0.069,0.733,2021
Romania,6.14,10.284,0.832,67.355,0.845,-0.219,0.938,2021
Kuwait,6.106,10.817,0.843,66.9,0.867,-0.104,0.736,2021
Serbia,6.078,9.787,0.873,68.6,0.778,0.002,0.835,2021
El Salvador,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,2021
Mauritius,6.049,10.008,0.905,66.701,0.867,-0.054,0.789,2021
Latvia,6.032,10.315,0.927,67.1,0.715,-0.162,0.8,2021
Colombia,6.012,9.557,0.847,68.001,0.837,-0.135,0.841,2021
Hungary,5.992,10.358,0.943,68.0,0.755,-0.186,0.876,2021
Thailand,5.985,9.805,0.888,67.401,0.884,0.287,0.895,2021
Nicaragua,5.972,8.62,0.864,67.657,0.836,0.02,0.664,2021
Japan,5.94,10.611,0.884,75.1,0.796,-0.258,0.638,2021
Argentina,5.929,9.962,0.898,69.0,0.828,-0.182,0.834,2021
Portugal,5.929,10.421,0.879,72.6,0.892,-0.244,0.887,2021
Honduras,5.919,8.648,0.812,67.3,0.857,0.081,0.809,2021
Croatia,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,2021
Philippines,5.88,9.076,0.83,62.0,0.917,-0.097,0.742,2021
South Korea,5.845,10.651,0.799,73.9,0.672,-0.083,0.727,2021
Peru,5.84,9.458,0.832,68.25,0.822,-0.154,0.891,2021
Bosnia and Herzegovina,5.813,9.59,0.87,68.098,0.706,0.113,0.931,2021
Moldova,5.766,9.454,0.857,65.699,0.822,-0.079,0.918,2021
Ecuador,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,2021
Kyrgyz Republic,5.744,8.538,0.893,64.401,0.935,0.119,0.908,2021
Greece,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,2021
Bolivia,5.716,9.046,0.81,63.901,0.875,-0.077,0.839,2021
Mongolia,5.677,9.4,0.935,62.5,0.708,0.116,0.856,2021
Paraguay,5.653,9.448,0.893,65.9,0.876,0.028,0.882,2021
Montenegro,5.581,9.94,0.858,68.699,0.708,-0.034,0.812,2021
Dominican Republic,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,2021
Cyprus,5.536,10.576,0.82,73.898,0.795,0.012,0.626,2021
Belarus,5.534,9.853,0.91,66.253,0.65,-0.18,0.627,2021
Russia,5.477,10.189,0.903,64.703,0.718,-0.111,0.845,2021
Hong Kong,5.477,11.0,0.836,76.82,0.717,0.067,0.403,2021
Tajikistan,5.466,8.091,0.86,64.281,0.832,-0.056,0.553,2021
Vietnam,5.411,8.973,0.85,68.034,0.94,-0.098,0.796,2021
Libya,5.41,9.622,0.827,62.3,0.771,-0.087,0.667,2021
Malaysia,5.384,10.238,0.817,67.102,0.895,0.125,0.839,2021
Indonesia,5.345,9.365,0.811,62.236,0.873,0.542,0.867,2021
Congo Republic,5.342,8.117,0.636,58.221,0.695,-0.068,0.745,2021
China,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,2021
Cote d'Ivoire,5.306,8.551,0.644,50.114,0.741,-0.016,0.794,2021
Armenia,5.283,9.487,0.799,67.055,0.825,-0.168,0.629,2021
Nepal,5.269,8.12,0.774,64.233,0.782,0.152,0.727,2021
Bulgaria,5.266,10.016,0.931,67.0,0.788,-0.096,0.932,2021
Maldives,5.198,9.826,0.913,70.6,0.854,0.024,0.825,2021
Azerbaijan,5.171,9.569,0.836,65.656,0.814,-0.223,0.506,2021
Cameroon,5.142,8.189,0.71,53.515,0.731,0.026,0.848,2021
Senegal,5.132,8.118,0.71,59.802,0.695,-0.046,0.801,2021
Albania,5.117,9.52,0.697,68.999,0.785,-0.03,0.901,2021
North Macedonia,5.101,9.693,0.805,65.474,0.751,0.038,0.905,2021
Ghana,5.088,8.58,0.727,57.586,0.807,0.123,0.848,2021
Niger,5.074,7.098,0.641,53.78,0.806,0.018,0.693,2021
Turkmenistan,5.066,9.629,0.983,62.409,0.877,0.273,0.888,2021
Gambia,5.051,7.686,0.69,55.16,0.697,0.424,0.746,2021
Benin,5.045,8.087,0.489,54.713,0.757,-0.034,0.661,2021
Laos,5.03,8.947,0.728,58.968,0.91,0.123,0.658,2021
Bangladesh,5.025,8.454,0.693,64.8,0.877,-0.041,0.682,2021
Guinea,4.984,7.838,0.639,55.008,0.697,0.095,0.766,2021
South Africa,4.956,9.403,0.86,56.904,0.749,-0.067,0.86,2021
T端rkiye,4.948,10.24,0.822,67.199,0.576,-0.139,0.776,2021
Pakistan,4.934,8.458,0.651,58.709,0.726,0.098,0.787,2021
Morocco,4.918,8.903,0.56,66.208,0.774,-0.236,0.801,2021
Venezuela,4.892,9.073,0.861,66.7,0.615,-0.169,0.827,2021
Georgia,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,2021
Algeria,4.887,9.342,0.802,66.005,0.48,-0.067,0.752,2021
Ukraine,4.875,9.436,0.888,64.902,0.724,-0.011,0.924,2021
Iraq,4.854,9.24,0.746,60.583,0.63,-0.053,0.875,2021
Gabon,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,2021
Burkina Faso,4.834,7.678,0.672,54.151,0.695,-0.009,0.748,2021
Cambodia,4.83,8.36,0.765,62.0,0.959,0.034,0.843,2021
Mozambique,4.794,7.158,0.744,54.706,0.882,0.061,0.684,2021
Nigeria,4.759,8.533,0.74,50.102,0.737,0.037,0.878,2021
Mali,4.723,7.744,0.724,51.969,0.697,-0.036,0.827,2021
Iran,4.721,9.584,0.71,66.3,0.608,0.218,0.714,2021
Uganda,4.636,7.677,0.781,56.101,0.709,0.122,0.855,2021
Liberia,4.625,7.288,0.72,56.498,0.735,0.05,0.85,2021
Kenya,4.607,8.361,0.688,60.704,0.779,0.287,0.825,2021
Tunisia,4.596,9.266,0.691,67.201,0.656,-0.201,0.87,2021
Lebanon,4.584,9.626,0.848,67.355,0.525,-0.073,0.898,2021
Namibia,4.574,9.161,0.818,56.799,0.719,-0.149,0.847,2021
Palestine,4.517,8.485,0.826,62.25,0.653,-0.163,0.821,2021
Myanmar,4.426,8.541,0.779,59.302,0.876,0.509,0.66,2021
Jordan,4.395,9.182,0.767,67.0,0.755,-0.167,0.705,2021
Chad,4.355,7.364,0.619,48.478,0.579,0.041,0.807,2021
Sri Lanka,4.325,9.47,0.827,67.299,0.841,0.079,0.863,2021
Eswatini,4.308,9.065,0.77,50.833,0.647,-0.185,0.708,2021
Comoros,4.289,8.031,0.626,57.349,0.548,0.082,0.781,2021
Egypt,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,2021
Ethiopia,4.275,7.694,0.764,59.0,0.752,0.082,0.761,2021
Mauritania,4.227,8.542,0.795,57.161,0.561,-0.106,0.731,2021
Madagascar,4.208,7.396,0.686,59.305,0.552,-0.005,0.803,2021
Togo,4.107,7.362,0.569,54.914,0.619,0.032,0.772,2021
Zambia,4.073,8.145,0.708,55.809,0.782,0.061,0.823,2021
Sierra Leone,3.849,7.434,0.63,51.651,0.717,0.084,0.866,2021
India,3.819,8.755,0.603,60.633,0.893,0.089,0.774,2021
Burundi,3.775,6.635,0.49,53.4,0.626,-0.024,0.607,2021
Yemen,3.658,7.578,0.832,57.122,0.602,-0.147,0.8,2021
Tanzania,3.623,7.876,0.702,57.999,0.833,0.183,0.577,2021
Haiti,3.615,7.477,0.54,55.7,0.593,0.422,0.721,2021
Malawi,3.6,6.958,0.537,57.948,0.78,0.038,0.729,2021
Lesotho,3.512,7.926,0.787,48.7,0.715,-0.131,0.915,2021
Botswana,3.467,9.782,0.784,59.269,0.824,-0.246,0.801,2021
Rwanda,3.415,7.676,0.552,61.4,0.897,0.061,0.167,2021
Zimbabwe,3.145,7.943,0.75,56.201,0.677,-0.047,0.821,2021
Afghanistan,2.523,7.695,0.463,52.493,0.382,-0.102,0.924,2021
Finland,7.821,1.892,1.258,0.775,0.736,0.109,0.534,2022
Denmark,7.636,1.953,1.243,0.777,0.719,0.188,0.532,2022
Iceland,7.557,1.936,1.32,0.803,0.718,0.27,0.191,2022
Switzerland,7.512,2.026,1.226,0.822,0.677,0.147,0.461,2022
Netherlands,7.415,1.945,1.206,0.787,0.651,0.271,0.419,2022
Luxembourg,7.404,2.209,1.155,0.79,0.7,0.12,0.388,2022
Sweden,7.384,1.92,1.204,0.803,0.724,0.218,0.512,2022
Norway,7.365,1.997,1.239,0.786,0.728,0.217,0.474,2022
Israel,7.364,1.826,1.221,0.818,0.568,0.155,0.143,2022
New Zealand,7.2,1.852,1.235,0.752,0.68,0.245,0.483,2022
Austria,7.163,1.931,1.165,0.774,0.623,0.193,0.329,2022
Australia,7.162,1.9,1.203,0.772,0.676,0.258,0.341,2022
Ireland,7.041,2.129,1.166,0.779,0.627,0.19,0.408,2022
Germany,7.034,1.924,1.088,0.776,0.585,0.163,0.358,2022
Canada,7.025,1.886,1.188,0.783,0.659,0.217,0.368,2022
United States,6.977,1.982,1.182,0.628,0.574,0.22,0.177,2022
United Kingdom,6.943,1.867,1.143,0.75,0.597,0.289,0.329,2022
Czechia,6.92,1.815,1.26,0.715,0.66,0.158,0.048,2022
Belgium,6.805,1.907,1.106,0.764,0.492,0.049,0.204,2022
France,6.687,1.863,1.219,0.808,0.567,0.07,0.266,2022
Bahrain,6.647,1.854,1.029,0.625,0.693,0.199,0.155,2022
Slovenia,6.63,1.81,1.249,0.769,0.685,0.118,0.115,2022
Costa Rica,6.582,1.584,1.054,0.744,0.661,0.089,0.102,2022
United Arab Emirates,6.576,1.998,0.98,0.633,0.702,0.204,0.25,2022
Saudi Arabia,6.523,1.87,1.092,0.577,0.651,0.078,0.18,2022
Taiwan,6.512,1.897,1.095,0.733,0.542,0.075,0.168,2022
Singapore,6.48,2.149,1.127,0.851,0.672,0.163,0.587,2022
Romania,6.477,1.719,1.006,0.655,0.605,0.039,0.006,2022
Spain,6.476,1.808,1.211,0.808,0.505,0.101,0.149,2022
Uruguay,6.474,1.615,1.18,0.672,0.665,0.103,0.265,2022
Italy,6.467,1.834,1.052,0.801,0.412,0.085,0.059,2022
Kosovo,6.455,1.362,0.949,0.569,0.599,0.309,0.035,2022
Malta,6.447,1.838,1.169,0.789,0.679,0.174,0.166,2022
Lithuania,6.446,1.804,1.204,0.659,0.496,0.053,0.077,2022
Slovakia,6.391,1.736,1.232,0.707,0.479,0.118,0.025,2022
Estonia,6.341,1.793,1.232,0.728,0.689,0.123,0.333,2022
Panama,6.309,1.715,1.107,0.709,0.592,0.049,0.051,2022
Brazil,6.293,1.462,1.044,0.615,0.546,0.131,0.134,2022
Guatemala,6.262,1.274,0.831,0.522,0.662,0.112,0.115,2022
Kazakhstan,6.234,1.668,1.22,0.611,0.584,0.134,0.157,2022
Cyprus,6.221,1.815,0.909,0.819,0.448,0.123,0.062,2022
Latvia,6.18,1.732,1.221,0.637,0.502,0.075,0.09,2022
Serbia,6.178,1.55,1.086,0.658,0.546,0.219,0.088,2022
Chile,6.172,1.651,1.08,0.748,0.46,0.124,0.069,2022
Nicaragua,6.165,1.105,1.029,0.617,0.617,0.168,0.212,2022
Mexico,6.128,1.552,0.886,0.623,0.621,0.092,0.115,2022
Croatia,6.125,1.705,1.183,0.709,0.535,0.109,0.0,2022
Poland,6.123,1.758,1.174,0.712,0.523,0.124,0.14,2022
El Salvador,6.12,1.265,0.768,0.607,0.666,0.089,0.212,2022
Kuwait,6.106,1.904,0.983,0.747,0.617,0.087,0.147,2022
Hungary,6.086,1.748,1.233,0.668,0.485,0.078,0.064,2022
Mauritius,6.071,1.591,1.116,0.568,0.589,0.131,0.107,2022
Uzbekistan,6.063,1.219,1.092,0.6,0.716,0.283,0.24,2022
Japan,6.039,1.835,1.089,0.866,0.537,0.007,0.218,2022
Honduras,6.022,1.111,0.885,0.555,0.582,0.202,0.076,2022
Portugal,6.016,1.76,1.078,0.777,0.655,0.016,0.039,2022
Argentina,5.967,1.592,1.102,0.662,0.555,0.081,0.085,2022
Greece,5.948,1.703,0.98,0.774,0.249,0.015,0.108,2022
South Korea,5.935,1.851,0.886,0.841,0.414,0.111,0.176,2022
Philippines,5.904,1.268,0.912,0.514,0.678,0.107,0.142,2022
Thailand,5.891,1.535,1.096,0.697,0.617,0.321,0.026,2022
Moldova,5.857,1.417,1.008,0.597,0.561,0.102,0.028,2022
Jamaica,5.85,1.296,1.045,0.646,0.567,0.08,0.053,2022
Kyrgyz Republic,5.828,1.069,1.109,0.638,0.693,0.208,0.025,2022
Belarus,5.821,1.562,1.157,0.629,0.342,0.04,0.282,2022
Colombia,5.781,1.452,0.929,0.72,0.545,0.087,0.077,2022
Bosnia and Herzegovina,5.768,1.468,1.068,0.665,0.448,0.244,0.006,2022
Mongolia,5.761,1.393,1.197,0.467,0.398,0.247,0.059,2022
Dominican Republic,5.737,1.538,1.003,0.577,0.606,0.084,0.179,2022
Malaysia,5.711,1.689,0.938,0.62,0.654,0.213,0.126,2022
Bolivia,5.6,1.256,0.88,0.555,0.627,0.112,0.064,2022
China,5.585,1.508,0.958,0.705,0.656,0.099,0.142,2022
Paraguay,5.578,1.409,1.13,0.624,0.629,0.171,0.059,2022
Peru,5.559,1.397,0.865,0.735,0.545,0.09,0.037,2022
Montenegro,5.547,1.573,1.023,0.659,0.46,0.135,0.077,2022
Ecuador,5.533,1.352,0.879,0.708,0.565,0.08,0.083,2022
Vietnam,5.485,1.252,0.932,0.611,0.707,0.143,0.105,2022
Turkmenistan,5.474,1.484,1.319,0.516,0.649,0.314,0.032,2022
Cyprus,5.467,1.815,0.888,0.819,0.523,0.13,0.213,2022
Russia,5.459,1.685,1.095,0.586,0.401,0.117,0.08,2022
Hong Kong,5.425,1.957,0.954,0.942,0.4,0.147,0.383,2022
Armenia,5.399,1.434,0.82,0.668,0.558,0.054,0.21,2022
Tajikistan,5.377,0.966,1.005,0.518,0.572,0.118,0.304,2022
Nepal,5.377,0.984,0.784,0.499,0.519,0.237,0.13,2022
Bulgaria,5.371,1.625,1.163,0.64,0.563,0.123,0.021,2022
Libya,5.33,1.476,0.943,0.606,0.477,0.106,0.179,2022
Indonesia,5.24,1.382,0.883,0.539,0.62,0.468,0.047,2022
Cote d'Ivoire,5.235,1.094,0.442,0.322,0.451,0.149,0.124,2022
North Macedonia,5.199,1.505,0.863,0.637,0.488,0.215,0.031,2022
Albania,5.199,1.439,0.646,0.719,0.511,0.138,0.028,2022
South Africa,5.194,1.425,1.088,0.361,0.442,0.089,0.046,2022
Azerbaijan,5.173,1.458,1.093,0.56,0.601,0.023,0.341,2022
Gambia,5.164,0.785,0.621,0.369,0.367,0.388,0.103,2022
Bangladesh,5.155,1.06,0.614,0.581,0.622,0.125,0.187,2022
Laos,5.14,1.239,0.654,0.479,0.679,0.197,0.184,2022
Algeria,5.122,1.363,0.97,0.643,0.146,0.106,0.15,2022
Liberia,5.122,0.636,0.67,0.309,0.405,0.178,0.08,2022
Ukraine,5.084,1.411,1.081,0.583,0.473,0.188,0.017,2022
Congo Republic,5.075,0.95,0.405,0.355,0.431,0.13,0.146,2022
Morocco,5.06,1.208,0.268,0.565,0.492,0.02,0.102,2022
Mozambique,5.048,0.578,0.66,0.191,0.593,0.185,0.2,2022
Cameroon,5.048,0.968,0.672,0.317,0.397,0.152,0.074,2022
Senegal,5.046,0.933,0.53,0.447,0.494,0.143,0.081,2022
Niger,5.003,0.57,0.56,0.326,0.571,0.165,0.145,2022
Georgia,4.973,1.467,0.612,0.595,0.508,0.0,0.208,2022
Gabon,4.958,1.459,0.738,0.396,0.343,0.032,0.099,2022
Iraq,4.941,1.289,0.682,0.554,0.328,0.147,0.046,2022
Venezuela,4.925,0.0,0.968,0.578,0.283,0.225,0.082,2022
Guinea,4.891,0.848,0.566,0.275,0.334,0.214,0.116,2022
Iran,4.888,1.41,0.741,0.642,0.281,0.241,0.146,2022
Ghana,4.872,1.112,0.595,0.409,0.5,0.23,0.056,2022
T端rkiye,4.744,1.707,0.865,0.702,0.209,0.087,0.115,2022
Burkina Faso,4.67,0.779,0.565,0.32,0.382,0.186,0.126,2022
Cambodia,4.64,1.019,0.732,0.505,0.74,0.166,0.068,2022
Benin,4.623,0.932,0.064,0.335,0.479,0.127,0.23,2022
Comoros,4.609,0.899,0.476,0.424,0.185,0.195,0.125,2022
Uganda,4.603,0.777,0.875,0.418,0.402,0.222,0.066,2022
Nigeria,4.552,1.079,0.732,0.3,0.444,0.175,0.038,2022
Kenya,4.543,1.032,0.605,0.401,0.44,0.322,0.082,2022
Tunisia,4.516,1.35,0.596,0.656,0.316,0.029,0.029,2022
Pakistan,4.516,1.049,0.413,0.374,0.448,0.181,0.112,2022
Palestine,4.483,1.148,0.957,0.521,0.336,0.073,0.079,2022
Mali,4.479,0.792,0.483,0.311,0.35,0.128,0.042,2022
Namibia,4.459,1.292,0.877,0.354,0.384,0.067,0.071,2022
Eswatini,4.396,1.274,0.786,0.197,0.259,0.038,0.154,2022
Myanmar,4.394,1.038,0.829,0.491,0.513,0.452,0.194,2022
Sri Lanka,4.362,1.415,0.934,0.66,0.529,0.15,0.079,2022
Madagascar,4.339,0.67,0.645,0.378,0.202,0.143,0.154,2022
Egypt,4.288,1.388,0.732,0.548,0.469,0.041,0.254,2022
Chad,4.251,0.662,0.506,0.225,0.18,0.182,0.077,2022
Ethiopia,4.241,0.788,0.809,0.457,0.472,0.205,0.136,2022
Yemen,4.197,0.691,1.043,0.384,0.33,0.09,0.098,2022
Mauritania,4.153,1.1,0.865,0.45,0.304,0.088,0.138,2022
Jordan,4.152,1.324,0.724,0.675,0.476,0.058,0.2,2022
Togo,4.112,0.771,0.322,0.36,0.292,0.174,0.132,2022
India,3.777,1.167,0.376,0.471,0.647,0.198,0.123,2022
Zambia,3.76,0.93,0.577,0.306,0.525,0.203,0.083,2022
Malawi,3.75,0.648,0.279,0.388,0.477,0.14,0.157,2022
Tanzania,3.702,0.848,0.597,0.425,0.578,0.248,0.27,2022
Sierra Leone,3.574,0.686,0.416,0.273,0.387,0.202,0.055,2022
Lesotho,3.512,0.839,0.848,0.0,0.419,0.076,0.018,2022
Botswana,3.471,1.503,0.815,0.28,0.571,0.012,0.102,2022
Rwanda,3.268,0.785,0.133,0.462,0.621,0.187,0.544,2022
Zimbabwe,2.995,0.947,0.69,0.27,0.329,0.106,0.105,2022
Lebanon,2.955,1.392,0.498,0.631,0.103,0.082,0.034,2022
Afghanistan,2.404,0.758,0.0,0.289,0.0,0.089,0.005,2022
